ActivitySiteID,ActivityDescription,BookingStartTime,MaxBookees,Number Booked,Price (INR),BookingEndDateTime,Month_Year
HXP,Rock Roll Dancing 3 - 4pm,15:00:00,24,6,1999,2018-06-13 00:00:00,2018-06
HXP,Rock Roll Dancing 3 - 4pm,15:00:00,24,6,1999,2018-06-20 00:00:00,2018-06
HXP,Rock Roll Dancing 3 - 4pm,15:00:00,24,10,1999,2018-06-27 00:00:00,2018-06
HXP,Strokeskills 6pm - 7pm,18:00:00,10,8,2999,2018-06-01 00:00:00,2018-06
HXP,Strokeskills 6pm - 7pm,18:00:00,10,10,2999,2018-06-08 00:00:00,2018-06
HXP,Strokeskills 6pm - 7pm,18:00:00,10,10,2999,2018-06-15 00:00:00,2018-06
HXP,Strokeskills 6pm - 7pm,18:00:00,10,10,2999,2018-06-22 00:00:00,2018-06
HXP,Strokeskills 6pm - 7pm,18:00:00,10,8,2999,2018-06-29 00:00:00,2018-06
HXP,Studio Cyc 1.10 - 2.00pm,13:10:00,27,23,1999,2018-06-01 00:00:00,2018-06
HXP,Studio Cyc 1.10 - 2.00pm,13:10:00,27,21,1999,2018-06-08 00:00:00,2018-06
HXP,Studio Cyc 1.10 - 2.00pm,13:10:00,27,21,1999,2018-06-15 00:00:00,2018-06
HXP,Studio Cyc 1.10 - 2.00pm,13:10:00,27,23,1999,2018-06-22 00:00:00,2018-06
HXP,Studio Cyc 1.10 - 2.00pm,13:10:00,27,21,1999,2018-06-29 00:00:00,2018-06
HXP,Studio Cyc 4.20-5.10pm,16:20:00,27,24,1999,2018-06-06 00:00:00,2018-06
HXP,Studio Cyc 4.20-5.10pm,16:20:00,27,17,1999,2018-06-13 00:00:00,2018-06
HXP,Studio Cyc 4.20-5.10pm,16:20:00,27,16,1999,2018-06-20 00:00:00,2018-06
HXP,Studio Cyc 4.20-5.10pm,16:20:00,27,22,1999,2018-06-27 00:00:00,2018-06
HXP,Studio Cyc 5.00-5.50pm,17:00:00,27,27,1999,2018-06-05 00:00:00,2018-06
HXP,Studio Cyc 5.00-5.50pm,17:00:00,27,16,1999,2018-06-07 00:00:00,2018-06
HXP,Studio Cyc 5.00-5.50pm,17:00:00,27,20,1999,2018-06-12 00:00:00,2018-06
HXP,Studio Cyc 5.00-5.50pm,17:00:00,27,10,1999,2018-06-14 00:00:00,2018-06
HXP,Studio Cyc 5.00-5.50pm,17:00:00,27,26,1999,2018-06-19 00:00:00,2018-06
HXP,Studio Cyc 5.00-5.50pm,17:00:00,27,20,1999,2018-06-21 00:00:00,2018-06
HXP,Studio Cyc 5.00-5.50pm,17:00:00,27,25,1999,2018-06-26 00:00:00,2018-06
HXP,Studio Cyc 5.00-5.50pm,17:00:00,27,24,1999,2018-06-28 00:00:00,2018-06
HXP,Studio Cyc 5.10-6.00pm,17:10:00,27,26,1999,2018-06-01 00:00:00,2018-06
HXP,Studio Cyc 5.10-6.00pm,17:10:00,27,25,1999,2018-06-08 00:00:00,2018-06
HXP,Studio Cyc 5.10-6.00pm,17:10:00,27,27,1999,2018-06-15 00:00:00,2018-06
HXP,Studio Cyc 5.10-6.00pm,17:10:00,27,25,1999,2018-06-22 00:00:00,2018-06
HXP,Studio Cyc 5.10-6.00pm,17:10:00,27,15,1999,2018-06-29 00:00:00,2018-06
HXP,Studio Cyc 5.20-6.10pm,17:20:00,27,25,1999,2018-06-04 00:00:00,2018-06
HXP,Studio Cyc 5.20-6.10pm,17:20:00,27,22,1999,2018-06-06 00:00:00,2018-06
HXP,Studio Cyc 5.20-6.10pm,17:20:00,27,24,1999,2018-06-11 00:00:00,2018-06
HXP,Studio Cyc 5.20-6.10pm,17:20:00,27,18,1999,2018-06-13 00:00:00,2018-06
HXP,Studio Cyc 5.20-6.10pm,17:20:00,27,21,1999,2018-06-18 00:00:00,2018-06
HXP,Studio Cyc 5.20-6.10pm,17:20:00,27,24,1999,2018-06-20 00:00:00,2018-06
HXP,Studio Cyc 5.20-6.10pm,17:20:00,27,26,1999,2018-06-25 00:00:00,2018-06
HXP,Studio Cyc 5.20-6.10pm,17:20:00,27,20,1999,2018-06-27 00:00:00,2018-06
HXP,Studio Cyc 5.55-6.45pm,17:55:00,27,16,1999,2018-06-07 00:00:00,2018-06
HXP,Studio Cyc 5.55-6.45pm,17:55:00,27,17,1999,2018-06-14 00:00:00,2018-06
HXP,Studio Cyc 5.55-6.45pm,17:55:00,27,15,1999,2018-06-21 00:00:00,2018-06
HXP,Studio Cyc 5.55-6.45pm,17:55:00,27,14,1999,2018-06-28 00:00:00,2018-06
HXP,Studio Cyc 6.10-7.00pm,18:10:00,27,15,1999,2018-06-01 00:00:00,2018-06
HXP,Studio Cyc 6.10-7.00pm,18:10:00,27,26,1999,2018-06-08 00:00:00,2018-06
HXP,Studio Cyc 6.10-7.00pm,18:10:00,27,19,1999,2018-06-15 00:00:00,2018-06
HXP,Studio Cyc 6.10-7.00pm,18:10:00,27,16,1999,2018-06-22 00:00:00,2018-06
HXP,Studio Cyc 6.10-7.00pm,18:10:00,27,19,1999,2018-06-29 00:00:00,2018-06
HXP,Studio Cyc 6.15-7.05pm,18:15:00,27,27,1999,2018-06-04 00:00:00,2018-06
HXP,Studio Cyc 6.15-7.05pm,18:15:00,27,22,1999,2018-06-11 00:00:00,2018-06
HXP,Studio Cyc 6.15-7.05pm,18:15:00,27,19,1999,2018-06-18 00:00:00,2018-06
HXP,Studio Cyc 6.15-7.05pm,18:15:00,27,16,1999,2018-06-25 00:00:00,2018-06
HXP,Studio Cyc 7.00-7.50pm,19:00:00,27,19,1999,2018-06-07 00:00:00,2018-06
HXP,Studio Cyc 7.00-7.50pm,19:00:00,27,16,1999,2018-06-14 00:00:00,2018-06
HXP,Studio Cyc 7.00-7.50pm,19:00:00,27,21,1999,2018-06-21 00:00:00,2018-06
HXP,Studio Cyc 7.00-7.50pm,19:00:00,27,23,1999,2018-06-28 00:00:00,2018-06
HXP,Studio Cyc 7.05-7.55am,7:05:00,27,7,1999,2018-06-04 00:00:00,2018-06
HXP,Studio Cyc 7.05-7.55am,7:05:00,27,15,1999,2018-06-06 00:00:00,2018-06
HXP,Studio Cyc 7.05-7.55am,7:05:00,27,16,1999,2018-06-11 00:00:00,2018-06
HXP,Studio Cyc 7.05-7.55am,7:05:00,27,15,1999,2018-06-13 00:00:00,2018-06
HXP,Studio Cyc 7.05-7.55am,7:05:00,27,15,1999,2018-06-18 00:00:00,2018-06
HXP,Studio Cyc 7.05-7.55am,7:05:00,27,10,1999,2018-06-20 00:00:00,2018-06
HXP,Studio Cyc 7.05-7.55am,7:05:00,27,13,1999,2018-06-25 00:00:00,2018-06
HXP,Studio Cyc 7.05-7.55am,7:05:00,27,19,1999,2018-06-27 00:00:00,2018-06
HXP,Studio Cyc 7.30-8.20pm,19:30:00,27,22,1999,2018-06-05 00:00:00,2018-06
HXP,Studio Cyc 7.30-8.20pm,19:30:00,27,26,1999,2018-06-12 00:00:00,2018-06
HXP,Studio Cyc 7.30-8.20pm,19:30:00,27,17,1999,2018-06-19 00:00:00,2018-06
HXP,Studio Cyc 7.30-8.20pm,19:30:00,27,19,1999,2018-06-26 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50am,8:00:00,27,26,1999,2018-06-02 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50am,8:00:00,27,23,1999,2018-06-09 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50am,8:00:00,27,25,1999,2018-06-16 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50am,8:00:00,27,26,1999,2018-06-23 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50am,8:00:00,27,27,1999,2018-06-30 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50pm,20:00:00,27,23,1999,2018-06-07 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50pm,20:00:00,27,24,1999,2018-06-14 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50pm,20:00:00,27,18,1999,2018-06-21 00:00:00,2018-06
HXP,Studio Cyc 8.00-8.50pm,20:00:00,27,16,1999,2018-06-28 00:00:00,2018-06
HXP,Studio Cyc 8.50-9.40am,8:50:00,27,22,1999,2018-06-02 00:00:00,2018-06
HXP,Studio Cyc 8.50-9.40am,8:50:00,27,16,1999,2018-06-09 00:00:00,2018-06
HXP,Studio Cyc 8.50-9.40am,8:50:00,27,22,1999,2018-06-16 00:00:00,2018-06
HXP,Studio Cyc 8.50-9.40am,8:50:00,27,17,1999,2018-06-23 00:00:00,2018-06
HXP,Studio Cyc 8.50-9.40am,8:50:00,27,18,1999,2018-06-30 00:00:00,2018-06
HXP,Studio Cyc 9.05 -9.55am,9:00:00,27,27,1999,2018-06-03 00:00:00,2018-06
HXP,Studio Cyc 9.05 -9.55am,9:00:00,27,25,1999,2018-06-10 00:00:00,2018-06
HXP,Studio Cyc 9.05 -9.55am,9:00:00,27,26,1999,2018-06-17 00:00:00,2018-06
HXP,Studio Cyc 9.05 -9.55am,9:00:00,27,20,1999,2018-06-24 00:00:00,2018-06
HXP,Studio Cyc 10.00 -10.50am,10:00:00,27,27,1999,2018-06-03 00:00:00,2018-06
HXP,Studio Cyc 10.00 -10.50am,10:00:00,27,23,1999,2018-06-10 00:00:00,2018-06
HXP,Studio Cyc 10.00 -10.50am,10:00:00,27,23,1999,2018-06-17 00:00:00,2018-06
HXP,Studio Cyc 10.00 -10.50am,10:00:00,27,20,1999,2018-06-24 00:00:00,2018-06
HXP,Studio Cyc 10.00-10.50am,10:00:00,27,25,1999,2018-06-07 00:00:00,2018-06
HXP,Studio Cyc 10.00-10.50am,10:00:00,27,20,1999,2018-06-14 00:00:00,2018-06
HXP,Studio Cyc 10.00-10.50am,10:00:00,27,23,1999,2018-06-21 00:00:00,2018-06
HXP,Studio Cyc 10.00-10.50am,10:00:00,27,24,1999,2018-06-28 00:00:00,2018-06
HXP,Studio Cyc 11.30 - 12.20,11:30:00,27,10,1999,2018-06-04 00:00:00,2018-06
HXP,Studio Cyc 11.30 - 12.20,11:30:00,27,18,1999,2018-06-11 00:00:00,2018-06
HXP,Studio Cyc 11.30 - 12.20,11:30:00,27,18,1999,2018-06-18 00:00:00,2018-06
HXP,Studio Cyc 11.30 - 12.20,11:30:00,27,21,1999,2018-06-25 00:00:00,2018-06
HXP,Studio Cyc 12.10-1.00pm,12:10:00,27,13,1999,2018-06-06 00:00:00,2018-06
HXP,Studio Cyc 12.10-1.00pm,12:10:00,27,11,1999,2018-06-13 00:00:00,2018-06
HXP,Studio Cyc 12.10-1.00pm,12:10:00,27,19,1999,2018-06-20 00:00:00,2018-06
HXP,Studio Cyc 12.10-1.00pm,12:10:00,27,17,1999,2018-06-27 00:00:00,2018-06
HXP,Studio Cyc 12.30-1.20pm,12:30:00,27,10,1999,2018-06-04 00:00:00,2018-06
HXP,Studio Cyc 12.30-1.20pm,12:30:00,27,11,1999,2018-06-11 00:00:00,2018-06
HXP,Studio Cyc 12.30-1.20pm,12:30:00,27,15,1999,2018-06-18 00:00:00,2018-06
HXP,Studio Cyc 12.30-1.20pm,12:30:00,27,13,1999,2018-06-25 00:00:00,2018-06
HXP,Studio Cycling 7.05 -7.55,7:05:00,27,10,1999,2018-06-05 00:00:00,2018-06
HXP,Studio Cycling 7.05 -7.55,7:05:00,27,10,1999,2018-06-12 00:00:00,2018-06
HXP,Studio Cycling 7.05 -7.55,7:05:00,27,9,1999,2018-06-19 00:00:00,2018-06
HXP,Studio Cycling 7.05 -7.55,7:05:00,27,13,1999,2018-06-26 00:00:00,2018-06
HXP,Swimfit 6.30 -7.30pm,18:30:00,15,10,1499,2018-06-04 00:00:00,2018-06
HXP,Swimfit 6.30 -7.30pm,18:30:00,15,14,1499,2018-06-11 00:00:00,2018-06
HXP,Swimfit 6.30 -7.30pm,18:30:00,15,10,1499,2018-06-18 00:00:00,2018-06
HXP,Swimfit 6.30 -7.30pm,18:30:00,15,12,1499,2018-06-25 00:00:00,2018-06
HXP,Swimfit 6.30-7.30am,6:30:00,15,5,1499,2018-06-04 00:00:00,2018-06
HXP,Swimfit 6.30-7.30am,6:30:00,15,7,1499,2018-06-11 00:00:00,2018-06
HXP,Swimfit 6.30-7.30am,6:30:00,15,10,1499,2018-06-18 00:00:00,2018-06
HXP,Swimfit 6.30-7.30am,6:30:00,15,12,1499,2018-06-25 00:00:00,2018-06
HXP,Swimfit 6.30am -7.30am,6:30:00,15,9,1499,2018-06-06 00:00:00,2018-06
HXP,Swimfit 6.30am -7.30am,6:30:00,15,13,1499,2018-06-13 00:00:00,2018-06
HXP,Swimfit 6.30am -7.30am,6:30:00,15,15,1499,2018-06-20 00:00:00,2018-06
HXP,Swimfit 6.30am -7.30am,6:30:00,15,15,1499,2018-06-27 00:00:00,2018-06
HXP,Swimfit 7pm - 8pm,19:00:00,15,8,1499,2018-06-01 00:00:00,2018-06
HXP,Swimfit 7pm - 8pm,19:00:00,15,14,1499,2018-06-08 00:00:00,2018-06
HXP,Swimfit 7pm - 8pm,19:00:00,15,12,1499,2018-06-15 00:00:00,2018-06
HXP,Swimfit 7pm - 8pm,19:00:00,15,10,1499,2018-06-22 00:00:00,2018-06
HXP,Swimfit 7pm - 8pm,19:00:00,15,13,1499,2018-06-29 00:00:00,2018-06
HXP,Tai-Chi  12 -1pm,12:00:00,25,9,3999,2018-06-07 00:00:00,2018-06
HXP,Tai-Chi  12 -1pm,12:00:00,25,7,3999,2018-06-14 00:00:00,2018-06
HXP,Tai-Chi  12 -1pm,12:00:00,25,10,3999,2018-06-21 00:00:00,2018-06
HXP,Tai-Chi  12 -1pm,12:00:00,25,5,3999,2018-06-28 00:00:00,2018-06
HXP,Zumba 6.15-7.15pm,18:15:00,25,21,1299,2018-06-05 00:00:00,2018-06
HXP,Zumba 6.15-7.15pm,18:15:00,25,24,1299,2018-06-12 00:00:00,2018-06
HXP,Zumba 6.15-7.15pm,18:15:00,25,24,1299,2018-06-19 00:00:00,2018-06
HXP,Zumba 6.15-7.15pm,18:15:00,25,22,1299,2018-06-26 00:00:00,2018-06
HXP,Zumba 10.00-10.50.Am,10:00:00,25,23,1299,2018-06-02 00:00:00,2018-06
HXP,Zumba 10.00-10.50.Am,10:00:00,25,23,1299,2018-06-09 00:00:00,2018-06
HXP,Zumba 10.00-10.50.Am,10:00:00,25,22,1299,2018-06-16 00:00:00,2018-06
HXP,Zumba 10.00-10.50.Am,10:00:00,25,24,1299,2018-06-23 00:00:00,2018-06
HXP,Zumba 10.00-10.50.Am,10:00:00,25,18,1299,2018-06-30 00:00:00,2018-06
NBL,20-20-20 9.30-10.30am,9:30:00,60,29,499,2018-06-05 00:00:00,2018-06
NBL,20-20-20 9.30-10.30am,9:30:00,60,34,499,2018-06-12 00:00:00,2018-06
NBL,20-20-20 9.30-10.30am,9:30:00,60,19,499,2018-06-19 00:00:00,2018-06
NBL,20-20-20 9.30-10.30am,9:30:00,60,23,499,2018-06-26 00:00:00,2018-06
NBL,20:20:20 9.30-10.30am,9:30:00,60,17,499,2018-06-07 00:00:00,2018-06
NBL,20:20:20 9.30-10.30am,9:30:00,60,14,499,2018-06-14 00:00:00,2018-06
NBL,20:20:20 9.30-10.30am,9:30:00,60,13,499,2018-06-21 00:00:00,2018-06
NBL,20:20:20 9.30-10.30am,9:30:00,60,15,499,2018-06-28 00:00:00,2018-06
NBL,B L T Antenatal Mums,9:45:00,40,1,1499,2018-06-20 00:00:00,2018-06
NBL,B L T Chair Based,12:40:00,50,10,1499,2018-06-07 00:00:00,2018-06
NBL,B L T Exercise,11:00:00,40,1,1499,2018-06-12 00:00:00,2018-06
NBL,Barre Pilates   12-1pm,12:00:00,60,15,2999,2018-06-02 00:00:00,2018-06
NBL,Barre Pilates   12-1pm,12:00:00,60,14,2999,2018-06-09 00:00:00,2018-06
NBL,Barre Pilates   12-1pm,12:00:00,60,9,2999,2018-06-16 00:00:00,2018-06
NBL,Barre Pilates   12-1pm,12:00:00,60,11,2999,2018-06-23 00:00:00,2018-06
NBL,Barre Pilates   12-1pm,12:00:00,60,9,2999,2018-06-30 00:00:00,2018-06
NBL,Body Combat 5.30-6.30pm,17:30:00,60,16,1499,2018-06-07 00:00:00,2018-06
NBL,Body Combat 5.30-6.30pm,17:30:00,60,18,1499,2018-06-14 00:00:00,2018-06
NBL,Body Combat 5.30-6.30pm,17:30:00,60,16,1499,2018-06-21 00:00:00,2018-06
NBL,Body Combat 5.30-6.30pm,17:30:00,60,11,1499,2018-06-28 00:00:00,2018-06
NBL,Body Combat 6.45-7.45pm,18:45:00,60,10,1499,2018-06-04 00:00:00,2018-06
NBL,Body Combat 6.45-7.45pm,18:45:00,60,14,1499,2018-06-11 00:00:00,2018-06
NBL,Body Combat 6.45-7.45pm,18:45:00,60,22,1499,2018-06-18 00:00:00,2018-06
NBL,Body Cond 5.45-6.45pm,17:45:00,60,19,1299,2018-06-13 00:00:00,2018-06
NBL,Body Cond 5.45-6.45pm,17:45:00,60,15,1299,2018-06-20 00:00:00,2018-06
NBL,Body Cond 5.45-6.45pm,17:45:00,60,10,1299,2018-06-27 00:00:00,2018-06
NBL,Body Cond 6.30-7.30pm,18:30:00,60,27,1299,2018-06-05 00:00:00,2018-06
NBL,Body Cond 6.30-7.30pm,18:30:00,60,36,1299,2018-06-12 00:00:00,2018-06
NBL,Body Cond 6.30-7.30pm,18:30:00,60,19,1299,2018-06-19 00:00:00,2018-06
NBL,Body Cond 6.30-7.30pm,18:30:00,60,19,1299,2018-06-26 00:00:00,2018-06
NBL,Body Cond 12.45-1.45pm,12:45:00,60,5,1299,2018-06-01 00:00:00,2018-06
NBL,Body Cond 12.45-1.45pm,12:45:00,60,6,1299,2018-06-08 00:00:00,2018-06
NBL,Body Cond 12.45-1.45pm,12:45:00,60,9,1299,2018-06-15 00:00:00,2018-06
NBL,Body Cond 12.45-1.45pm,12:45:00,60,5,1299,2018-06-22 00:00:00,2018-06
NBL,Body Cond 12.45-1.45pm,12:45:00,60,3,1299,2018-06-29 00:00:00,2018-06
NBL,Body Cond 1745-1845,17:45:00,60,11,1299,2018-06-06 00:00:00,2018-06
NBL,Body Pump  5.45-6.45pm,17:45:00,60,35,1999,2018-06-04 00:00:00,2018-06
NBL,Body Pump  5.45-6.45pm,17:45:00,60,38,1999,2018-06-11 00:00:00,2018-06
NBL,Body Pump  5.45-6.45pm,17:45:00,60,30,1999,2018-06-18 00:00:00,2018-06
NBL,Body Pump  5.45-6.45pm,17:45:00,60,28,1999,2018-06-25 00:00:00,2018-06
NBL,Body Pump 8.00-9.00pm,20:00:00,60,21,1999,2018-06-07 00:00:00,2018-06
NBL,Body Pump 8.00-9.00pm,20:00:00,60,30,1999,2018-06-14 00:00:00,2018-06
NBL,Body Pump 8.00-9.00pm,20:00:00,60,20,1999,2018-06-21 00:00:00,2018-06
NBL,Body Pump 8.00-9.00pm,20:00:00,60,7,1999,2018-06-28 00:00:00,2018-06
NBL,Body Pump 9.00-10.00am,9:00:00,60,20,1999,2018-06-02 00:00:00,2018-06
NBL,Body Pump 9.00-10.00am,9:00:00,60,22,1999,2018-06-09 00:00:00,2018-06
NBL,Body Pump 9.00-10.00am,9:00:00,60,17,1999,2018-06-16 00:00:00,2018-06
NBL,Body Pump 9.00-10.00am,9:00:00,60,30,1999,2018-06-23 00:00:00,2018-06
NBL,Body Pump 9.00-10.00am,9:00:00,60,26,1999,2018-06-30 00:00:00,2018-06
NBL,Body Pump 12.30-1.30pm,12:30:00,60,12,1999,2018-06-07 00:00:00,2018-06
NBL,Body Pump 12.30-1.30pm,12:30:00,60,11,1999,2018-06-14 00:00:00,2018-06
NBL,Body Pump 12.30-1.30pm,12:30:00,60,6,1999,2018-06-21 00:00:00,2018-06
NBL,Body Pump 12.30-1.30pm,12:30:00,60,11,1999,2018-06-28 00:00:00,2018-06
NBL,Chair Based Exercise,13:00:00,50,3,1999,2018-06-14 00:00:00,2018-06
NBL,Chair Based Exercise,13:00:00,50,5,1999,2018-06-28 00:00:00,2018-06
NBL,Circuits 8.00-9.00pm Edit,20:00:00,60,14,2999,2018-06-04 00:00:00,2018-06
NBL,Circuits 8.00-9.00pm Edit,20:00:00,60,13,2999,2018-06-11 00:00:00,2018-06
NBL,Circuits 8.00-9.00pm Edit,20:00:00,60,17,2999,2018-06-18 00:00:00,2018-06
NBL,Circuits 8.00-9.00pm Edit,20:00:00,60,9,2999,2018-06-25 00:00:00,2018-06
NBL,Gentle Keep Fit 11-12pm,11:00:00,60,11,999,2018-06-04 00:00:00,2018-06
NBL,Gentle Keep Fit 11-12pm,11:00:00,60,28,999,2018-06-11 00:00:00,2018-06
NBL,Gentle Keep Fit 11-12pm,11:00:00,60,31,999,2018-06-18 00:00:00,2018-06
NBL,Gentle Keep Fit 11-12pm,11:00:00,60,30,999,2018-06-25 00:00:00,2018-06
NBL,Gentlekeepfit 10.30-11.30,10:30:00,60,22,999,2018-06-07 00:00:00,2018-06
NBL,Gentlekeepfit 10.30-11.30,10:30:00,60,22,999,2018-06-14 00:00:00,2018-06
NBL,Gentlekeepfit 10.30-11.30,10:30:00,60,14,999,2018-06-21 00:00:00,2018-06
NBL,Gentlekeepfit 10.30-11.30,10:30:00,60,10,999,2018-06-28 00:00:00,2018-06
NBL,Jnr Gym Ind 3.30-5.00pm,15:30:00,2,1,2999,2018-06-01 00:00:00,2018-06
NBL,Jnr Gym Ind 3.30-5.00pm,15:30:00,2,1,2999,2018-06-06 00:00:00,2018-06
NBL,Jnr Gym Ind 3.30-5.00pm,15:30:00,2,1,2999,2018-06-08 00:00:00,2018-06
NBL,Jnr Gym Ind 3.30-5.00pm,15:30:00,2,1,2999,2018-06-15 00:00:00,2018-06
NBL,Jnr Gym Ind 3.30-5.00pm,15:30:00,2,1,2999,2018-06-20 00:00:00,2018-06
NBL,Jnr Gym Ind 3.30-5.00pm,15:30:00,2,1,2999,2018-06-25 00:00:00,2018-06
NBL,Line Dance 10.45-11.45am,10:45:00,70,45,1499,2018-06-05 00:00:00,2018-06
NBL,Line Dance 10.45-11.45am,10:45:00,70,49,1499,2018-06-12 00:00:00,2018-06
NBL,Line Dance 10.45-11.45am,10:45:00,70,52,1499,2018-06-19 00:00:00,2018-06
NBL,Line Dance 10.45-11.45am,10:45:00,70,46,1499,2018-06-26 00:00:00,2018-06
NBL,Line Dance 11.45-12.45pm,11:45:00,70,19,1499,2018-06-05 00:00:00,2018-06
NBL,Line Dance 11.45-12.45pm,11:45:00,70,23,1499,2018-06-12 00:00:00,2018-06
NBL,Line Dance 11.45-12.45pm,11:45:00,70,26,1499,2018-06-19 00:00:00,2018-06
NBL,Line Dance 11.45-12.45pm,11:45:00,70,26,1499,2018-06-26 00:00:00,2018-06
NBL,Line Dancing  11-12.30pm,11:00:00,70,11,1499,2018-06-01 00:00:00,2018-06
NBL,Line Dancing  11-12.30pm,11:00:00,70,16,1499,2018-06-08 00:00:00,2018-06
NBL,Line Dancing  11-12.30pm,11:00:00,70,21,1499,2018-06-15 00:00:00,2018-06
NBL,Line Dancing  11-12.30pm,11:00:00,70,17,1499,2018-06-22 00:00:00,2018-06
NBL,Line Dancing  11-12.30pm,11:00:00,70,15,1499,2018-06-29 00:00:00,2018-06
NBL,Nice & Easy 9.15-10.15am,9:15:00,60,20,999,2018-06-06 00:00:00,2018-06
NBL,Nice & Easy 9.15-10.15am,9:15:00,60,19,999,2018-06-13 00:00:00,2018-06
NBL,Nice & Easy 9.15-10.15am,9:15:00,60,13,999,2018-06-20 00:00:00,2018-06
NBL,Nice & Easy 9.15-10.15am,9:15:00,60,18,999,2018-06-27 00:00:00,2018-06
NBL,Nice & Easy 10.00-10.45am,10:00:00,40,19,999,2018-06-05 00:00:00,2018-06
NBL,Nice & Easy 10.00-10.45am,10:00:00,40,17,999,2018-06-12 00:00:00,2018-06
NBL,Nice & Easy 10.00-10.45am,10:00:00,40,18,999,2018-06-19 00:00:00,2018-06
NBL,Nice & Easy 10.00-10.45am,10:00:00,40,15,999,2018-06-26 00:00:00,2018-06
NBL,Nice & Easy 11.30-12.30pm,11:30:00,60,11,999,2018-06-07 00:00:00,2018-06
NBL,Nice & Easy 11.30-12.30pm,11:30:00,60,15,999,2018-06-14 00:00:00,2018-06
NBL,Nice & Easy 11.30-12.30pm,11:30:00,60,15,999,2018-06-21 00:00:00,2018-06
NBL,Nice & Easy 11.30-12.30pm,11:30:00,60,6,999,2018-06-28 00:00:00,2018-06
NBL,Pilates 1.45-2.45pm,13:45:00,60,38,2999,2018-06-05 00:00:00,2018-06
NBL,Pilates 1.45-2.45pm,13:45:00,60,39,2999,2018-06-12 00:00:00,2018-06
NBL,Pilates 1.45-2.45pm,13:45:00,60,32,2999,2018-06-19 00:00:00,2018-06
NBL,Pilates 1.45-2.45pm,13:45:00,60,34,2999,2018-06-26 00:00:00,2018-06
NBL,Pilates 5.00-5.45pm,17:00:00,60,20,2999,2018-06-06 00:00:00,2018-06
NBL,Pilates 5.00-5.45pm,17:00:00,60,25,2999,2018-06-13 00:00:00,2018-06
NBL,Pilates 5.00-5.45pm,17:00:00,60,23,2999,2018-06-20 00:00:00,2018-06
NBL,Pilates 5.00-5.45pm,17:00:00,60,22,2999,2018-06-27 00:00:00,2018-06
NBL,Pilates 6.45-7.45pm,18:45:00,60,29,2999,2018-06-07 00:00:00,2018-06
NBL,Pilates 6.45-7.45pm,18:45:00,60,20,2999,2018-06-14 00:00:00,2018-06
NBL,Pilates 6.45-7.45pm,18:45:00,60,27,2999,2018-06-21 00:00:00,2018-06
NBL,Pilates 6.45-7.45pm,18:45:00,60,19,2999,2018-06-28 00:00:00,2018-06
NBL,Pilates 10.00-11.00am,10:00:00,60,22,2999,2018-06-01 00:00:00,2018-06
NBL,Pilates 10.00-11.00am,10:00:00,60,22,2999,2018-06-08 00:00:00,2018-06
NBL,Pilates 10.00-11.00am,10:00:00,60,21,2999,2018-06-15 00:00:00,2018-06
NBL,Pilates 10.00-11.00am,10:00:00,60,22,2999,2018-06-22 00:00:00,2018-06
NBL,Pilates 10.00-11.00am,10:00:00,60,15,2999,2018-06-29 00:00:00,2018-06
NBL,Pilates 14:45- 15:45,14:45:00,60,8,2999,2018-06-07 00:00:00,2018-06
NBL,Pilates 14:45- 15:45,14:45:00,60,20,2999,2018-06-14 00:00:00,2018-06
NBL,Pilates 14:45- 15:45,14:45:00,60,11,2999,2018-06-21 00:00:00,2018-06
NBL,Pilates 14:45- 15:45,14:45:00,60,12,2999,2018-06-28 00:00:00,2018-06
NBL,Power Yoga 10.00-11.00am,10:00:00,70,10,2499,2018-06-04 00:00:00,2018-06
NBL,Power Yoga 10.00-11.00am,10:00:00,70,20,2499,2018-06-11 00:00:00,2018-06
NBL,Power Yoga 10.00-11.00am,10:00:00,70,21,2499,2018-06-18 00:00:00,2018-06
NBL,Power Yoga 10.00-11.00am,10:00:00,70,22,2499,2018-06-25 00:00:00,2018-06
NBL,Power Yoga 10.15-11.15am,10:15:00,60,20,2499,2018-06-06 00:00:00,2018-06
NBL,Power Yoga 10.15-11.15am,10:15:00,60,2,2499,2018-06-13 00:00:00,2018-06
NBL,Power Yoga 10.15-11.15am,10:15:00,60,29,2499,2018-06-20 00:00:00,2018-06
NBL,Power Yoga 10.15-11.15am,10:15:00,60,13,2499,2018-06-27 00:00:00,2018-06
NBL,Pump  8.15-9.15pm,20:15:00,60,22,2999,2018-06-05 00:00:00,2018-06
NBL,Pump  8.15-9.15pm,20:15:00,60,16,2999,2018-06-12 00:00:00,2018-06
NBL,Pump  8.15-9.15pm,20:15:00,60,13,2999,2018-06-19 00:00:00,2018-06
NBL,Pump  8.15-9.15pm,20:15:00,60,9,2999,2018-06-26 00:00:00,2018-06
NBL,Purestretch 6.45-7.45pm,18:45:00,70,19,999,2018-06-25 00:00:00,2018-06
